category,city,country,created_on,description,email,facebook,fax,houseno,id,lat,lon,name,name_ascii,opening_hours,phone,postcode,promoted_until,src_id,state,street,twitter,updated_on,website
default,Singapore,SG,1398962752.000000,,,,,109,3869.000000,1.291281,103.849808,Pic N Pixel,,,,179097,,osm_node_2829408353,,North Bridge Road,,1433784319.000000,
default,Plumstead,ZA,1398995479.000000,,,,,12,3870.000000,-34.023541,18.472070,BPJ Code,,,+27 81 2960717,7800,,osm_node_2830621648,,Delany Road,,1433784320.000000,http://www.bpj-code.co.za/
default,San Carlos de Bariloche,AR,1399645685.000000,,,,,268 - local 3,3871.000000,-41.134608,-71.305623,Boquim - Maxikiosco,,9 am a 23 pm,0294154896333,,,osm_node_2830822052,,Rolando,,1433784320.000000,
default,Buenos Aires,AR,1399646216.000000,,,,,405,3872.000000,-34.596145,-58.373247,BitPagos,,,,,,osm_node_2830836333,,Marcelo T. de Alvear,,1433784321.000000,https://www.bitpagos.net/
default,Newport Beach,AU,1399646332.000000,,,,,341,3855.000000,-33.655375,151.319413,CryptoThrift,,,,2106,,osm_node_2825660858,New South Wales,Barrenjoey Road,,1433784313.000000,https://cryptothrift.com/
default,,,1471057257.000000,,agentpt@gmail.com,,,,8420.000000,-8.508822,115.263963,IA Communications,IA Communications,,,,,,,,,1471057257.000000,
default,Naples,US,1399407722.000000,,,,,6920,3909.000000,26.173567,-81.747247,Pacy World,,,239-963-8276,34105,,osm_node_2840553019,Florida,Golden Gate Parkway,,1433784334.000000,http://www.pacyworld.com
default,תל אביב-יפו,IL,1399392296.000000,,info@bitembassy.org,,,1,3905.000000,32.064719,34.770548,Bitcoin emBassy,,,+97235440242,65252,,osm_node_2839982498,,אחוזת בית,,1433784332.000000,http://bitembassy.org/
default,Ljubljana,SI,1399403674.000000,,,,,3,3907.000000,46.018992,14.544495,Audio Studio Evolucija,,,,1000,,osm_node_2840293033,,Rudnik I,,1433784333.000000,http://studioevolucija.com
default,Leiderdorp,NL,1399368360.000000,,,,,12,3903.000000,52.164510,4.520062,Studio Bodymention,,,,2352BL,,osm_node_2839151289,,Kabelbaan,,1433784332.000000,http://www.bodymention.nl
default,Almere,NL,1405847656.000000,,,,,10,3908.000000,52.385660,5.225006,Jan Jippe De Kunstsite,,,,1316LH,,osm_node_2840340207,,Krammerstraat,,1433784334.000000,http://www.janjippe.nl/
atm,,US,1399491637.000000,,,,,,3910.000000,42.363649,-71.100988,Liberty Teller (Bitcoin ATM),,,,,,osm_node_2840952164,Massachusetts,,,1433784334.000000,http://libertyteller.com/
default,,US,1401534968.000000,,,,,,4086.000000,36.169438,-115.141359,Slotzilla Zipline,,,(702) 678-5780,,,osm_node_2889681908,Nevada,,,1433784415.000000,http://slotzilla.showare.com/
default,Київ,UA,1399448731.000000,,,,,31,3911.000000,50.469378,30.513741,Asant Studio,,,+380442328702,,,osm_node_2841285222,,Ярославська вулиця,,1433784335.000000,http://www.asantstudio.com.ua/
lodging,,ZA,1422357161.000000,,,,,,3912.000000,-33.756475,26.391825,Woody Cape Backpackers,,,,,,osm_node_2841380371,,,,1433784335.000000,http://www.woodycape.com/
default,St Helier,JE,1399462165.000000,,,,,1-3,3913.000000,49.183526,-2.102853,Bearpig,,,,JE2 4QB,,osm_node_2841516401,,La Colomberie,,1433784336.000000,
default,St Helier,JE,1399462304.000000,,,,,1-3,3914.000000,49.183522,-2.102832,The Observatory - Visual Culture,,,+44 (0)1534 887788,JE2 4QB,,osm_node_2841519396,,La Colomberie,,1433784336.000000,http://www.beobserved.com
default,,JE,1399462450.000000,,,,,,3915.000000,49.183534,-2.102873,Bit.Coin.Je,,,,,,osm_node_2841524201,,,,1433784337.000000,http://bit.coin.je
default,,US,1399056868.000000,,,,,"123, Suite D",3883.000000,40.759504,-73.554255,Business Furniture for Long Island,,,516-506-7950,11590,,osm_node_2832285119,New York,Frost Street,,1433784324.000000,http://www.bfoli.com/
atm,,IL,1404213205.000000,,,,,,3906.000000,32.064712,34.770551,Bitcoin ATM,,,,,,osm_node_2839982499,,,,1433784333.000000,
default,Buenos Aires,AR,1399225146.000000,,,,,405,3873.000000,-34.596138,-58.373352,Bitcoin Embassy,,,,,,osm_node_2830840311,,Marcelo T. de Alvear,,1433784321.000000,http://www.bitcoinargentina.org/
default,München,DE,1399018687.000000,,,,,14b,3874.000000,48.129008,11.598303,Team Centric Software,,,+49 89 1395890,81667,,osm_node_2830896949,,Metzstraße,,1433784321.000000,http://www.tcs.de
default,Hamburg,DE,1399018687.000000,,,,,17,3875.000000,53.571102,10.024599,Team Centric Software,,,+4940303927800,22085,,osm_node_2830896950,,Averhoffstraße,,1433784321.000000,http://www.tcs.de
default,Curitiba,BR,1399020596.000000,,,,,1800 - Sala 2,3876.000000,-25.451436,-49.304538,Microum,,,+55 4135246715,,,osm_node_2830937738,,Rua General Mário Tourinho,,1433784322.000000,http://www.microum.com.br/
default,Malinska,HR,1399025908.000000,,info@malinska-tours.com,,,bb,3877.000000,45.126055,14.532120,Malinska Tours,,,+385 51 859 024,51511,,osm_node_2831099182,,Nikola Tesla,,1433784322.000000,http://www.malinska-tours.com
default,cape town,ZA,1399027410.000000,,,,,"Unit 1, Joshua Park",3878.000000,-33.873943,18.527825,Qwik-Switch Wireless Control,,0800 - 1700,+27 21 552 4273,7441,,osm_node_2831134990,,8 Signal Cresent,,1433784323.000000,http://www.qwikswitch.co.za
cafe,"Tangerang Selatan, Banten",ID,1399028001.000000,,,,,Komplek,3879.000000,-6.328223,106.671881,Kenaliwa Coffee,,09.00 - 20.00,085695438963,15313,,osm_node_2831181025,,"Batan Indah Blok I no.11 Kademangan, Serpong",,1433784323.000000,http://golampung.com
default,Rijeka,HR,1399029722.000000,,,,,3a,3880.000000,45.360976,14.425595,Yacht Base,,,+385 51 211 223,51000,,osm_node_2831223597,,Brune Francetića,,1433784323.000000,http://www.yacht-base.com
food,Sliedrecht,NL,1416565538.000000,,,,,351a,3881.000000,51.823906,4.741841,De Spoorbrug,,,,3361GE,,osm_node_2831668272,,Baanhoek,,1433784324.000000,
default,Genève,CH,1399045027.000000,,,,,6,3882.000000,46.211334,6.148613,SBEX Bitcoin ATM (Buy & Sell),,,,1201,,osm_node_2831817595,,Rue de Zurich,,1433784324.000000,http://www.sbex.ch
default,,US,1400157020.000000,,,,,,3885.000000,39.548447,-119.783832,High Desert Montessori School,,,,,,osm_node_2832662739,Nevada,,,1433784325.000000,http://storm5.com/charity/
default,Pedro Avelino,BR,1399062968.000000,,,,,,3884.000000,-5.521288,-36.385263,Blueberry Modas,,,,,,osm_node_2832480644,,,,1433784325.000000,
default,,US,1400157021.000000,,,,,,3886.000000,39.510202,-119.804349,Rainshadow Community Charter High School,,,,,,osm_node_2832670848,Nevada,,,1433784325.000000,http://storm5.com/charity/
default,Deerfield Beach,US,1399118607.000000,,,,,1098,3893.000000,26.302842,-80.128645,BitcoinRT.info,,,+1 (954) 609-2542,33442,,osm_node_2833512296,Florida,South Military Trail,,1433784328.000000,https://bitcoinrt.info
default,,ES,1399082872.000000,,guscoder@gmail.com,,,14,3887.000000,40.412748,-3.695714,Clases de programación,,,34912081574,,,osm_node_2832883309,,Calle de Jesús,,1433784326.000000,http://profesorclasesparticulares.es.tl/
default,Kecskemét,HU,1399107715.000000,,,,,15/A,3888.000000,46.914187,19.687684,Zseni Leszek székhely,,,,6000,,osm_node_2833199247,,Sétatér utca,,1433784326.000000,
default,Veldhoven,NL,1412693212.000000,,,,,106,3889.000000,51.415292,5.407894,Truong Schoenreparatie & sleutelservice,,,,5503BR,,osm_node_2833214588,,Burgemeester van Hoofflaan,,1433784326.000000,
default,Veldhoven,NL,1399112310.000000,,,,,8,3890.000000,51.423643,5.408892,OliNo Energy BV,,,,5502RH,,osm_node_2833327133,,De Koolhof,,1433784327.000000,http://www.olino.org
default,Roma,IT,1399117125.000000,,tabaccheria.duse@libero.it,,,21,3891.000000,41.929122,12.491652,Tabaccheria Duse,,,+39 06 8072126,00197,,osm_node_2833481732,,Via Eleonora Duse,,1433784327.000000,
default,Wageningen,NL,1401873861.000000,,nurds@nurdspace.nl,,,68,3892.000000,51.972796,5.672999,NURDSpace,,,+31317794512,6706 AD,,osm_node_2833508847,,Churchillweg,,1433784328.000000,https://nurdspace.nl/
food,Harrisburg,US,1399139299.000000,,,,,6295,3895.000000,40.277796,-76.775258,Official BBQ & Burgers,,"Mon-Tue Closed; Wed-Thurs, Sun 11-8; Fri-Sat 11-9",,17111,,osm_node_2834092348,penna,Lyters Lane,,1433784329.000000,
default,,US,1399325355.000000,,,,,,3898.000000,47.518359,-122.202065,Livingood Inspection Services,,,(206) 251-3009,,,osm_node_2837656416,Washington,,,1433784330.000000,http://www.yelp.com/biz/livingood-inspection-services-seattle
default,,SK,1399208437.000000,,,,,,3896.000000,49.056419,20.310082,Termovízne merania,,,,,,osm_node_2835711436,,,,1433784329.000000,http://termovizia.dobryobchod.sk
default,Wietzendorf,DE,1399231165.000000,,,,,23,3897.000000,52.923981,9.989912,Kindertagespflege Neues Land,,,,29649,,osm_node_2836445271,,Neues Land,,1433784330.000000,
default,,IL,1399300706.000000,,,,,43,3899.000000,32.078139,34.768472,יניב מויאל - עורך דין,,,,,,osm_node_2837804918,,בן יהודה,,1433784330.000000,https://www.facebook.com/tlvadvocate
default,,SA,1399312347.000000,,,,,,3901.000000,26.141786,50.148690,James Castleden Wedding Photography,,,+966545194166,,,osm_node_2838100001,,,,1433784331.000000,
food,,AU,1399373214.000000,,,,,,3904.000000,-33.870560,151.208123,Cellini's Cafe,,,,,,osm_node_2839253033,New South Wales,,,1433784332.000000,
lodging,,,1471057357.000000,,309whouse@gmail.com,,,,8421.000000,-8.509331,115.264242,W House homestay,W House homestay,,,,,,,,,1471057357.000000,
default,Lakewood,US,1399555046.000000,,,,,14815,3923.000000,41.491691,-81.799612,Blaze Gourmet,,,216-536-8788,44107,,osm_node_2844044375,Ohio,Clifton Boulevard,,1433784340.000000,http://blazegourmet.com
default,Berlin,DE,1411206335.000000,,,,,14,3919.000000,52.513416,13.380656,2 Wheel Tours,,,+4916098085788,10117,,osm_node_2842305950,,Gertrud-Kolmar-Straße,,1433784338.000000,
default,Dolcedo,IT,1399496020.000000,,,,,47,3920.000000,43.903578,7.946896,MagWm OlivOlio,,,+39 0183 280 281,18020,,osm_node_2842909721,,via santa Brigida,,1433784339.000000,http://www.olijfolie.it
default,Ubud,ID,1403844882.000000,,team@hubud.org,,,88X,3921.000000,-8.518114,115.261520,Hubud Co-Working Space,,24x7,+62 361978073,80571,,osm_node_2843283521,,Jalan Monkey Forest,,1433784339.000000,http://www.hubud.org
default,Savignone,IT,1399541269.000000,,,,,68/2,3922.000000,44.559387,8.973404,La Quinta del Lupo,,,,16010,,osm_node_2843713235,,Via Guglielmo Marconi,,1433784339.000000,http://laquintadellupo.it
default,,US,1399557392.000000,,,,,,3924.000000,41.484175,-81.590082,Blaze Gourmet,,,216-536-8788,,,osm_node_2844087840,Ohio,,,1433784340.000000,http://blazegourmet.com
food,Vancouver,CA,1399747965.000000,,,,,1195,3938.000000,49.286006,-123.126701,Steamrollers - burritos,,8:00am - 12:00am,,,,osm_node_2848826530,British Columbia,Robson St,,1433784345.000000,http://www.steamrollers.com/locations.html
default,Greenfield,US,1399657198.000000,,,,,,3930.000000,39.804631,-85.776482,Overhauser Law Offices,,,317-467-9100,46140,,osm_node_2846206935,Indiana,740 W Green Meadows Drive,,1433784342.000000,http://www.overhauser.com/
default,Berlin,DE,1399622828.000000,,,,,20,3929.000000,52.547531,13.397143,Brunnenviertel e.V.,,,,13355,,osm_node_2845483114,,Ramlerstraße,,1433784342.000000,http://www.brunnenviertel.de
default,Indianapolis,US,1399657328.000000,,,,,101,3931.000000,39.769970,-86.160193,Overhauser Law Offices,,,317-891-1500,46204,,osm_node_2846358915,Indiana,West Ohio Street,,1433784343.000000,http://www.overhauser.com/
default,,US,1409232495.000000,,,,,28-05,3932.000000,40.767418,-73.918590,MIXBAG Project USA,,,+1 347 522 45 70,11103,,osm_node_2846799307,New York,33rd Street,,1433784343.000000,http://mymixbag.com
shopping,"Kansas City, MO",US,1399860032.000000,,,,,500,3939.000000,39.107967,-94.584189,SetCell,,,816.979.1784,64105,,osm_node_2852155568,Missouri,Delaware Street,,1433784345.000000,
lodging,Warszawa,PL,1399716570.000000,,,,,71,3935.000000,52.131532,21.007576,Villa Jeziorki 71,,,+48 502 055 804,02-863,,osm_node_2847735380,,Jeziorki,,1433784344.000000,http://www.jeziorki.eu
nightlife,Medellin,CO,1399717851.000000,,,,,46B - 20,3936.000000,6.250660,-75.588595,Vinilo y Café,,11:00-22:00,,050031,,osm_node_2847763032,,Carrera 70,,1433784344.000000,
default,Barcelona,ES,1399735644.000000,,,,,120,3937.000000,41.376675,2.128348,ZauBeR: Artesanía del Software,,,,08028,,osm_node_2848321797,,Carrer de Miquel Àngel,,1433784345.000000,http://www.zauber.es
atm,Victoria,CA,1407978191.000000,,,,,764,4615.000000,48.424569,-123.363576,BitSent Bitcoin ATM,,,,V8W 1H2 ‎,,osm_node_3015539712,British Columbia,Fort Street,,1433784624.000000,
default,Austin,US,1399982534.000000,,,,,11044,3953.000000,30.404727,-97.747118,Apogee Results,,,5123817000,78759,,osm_node_2855202659,Texas,Research Boulevard,,1433784351.000000,http://www.apogeeresults.com
default,Vancouver,CA,1399591001.000000,,,,,644,3927.000000,49.282343,-123.116161,The Fall Tattooing,,,604.676.3066,V6B 3K4,,osm_node_2845216562,British Columbia,Seymour St.,,1433784341.000000,http://www.thefalltattooing.com/
default,Reggio nell'Emilia,IT,1399885789.000000,,,,,4,3941.000000,44.709068,10.597243,Tipolitografia Caselli SAS,,,+39 0522 301695,,,osm_node_2852410920,,Via Enrico Zambonini,,1433784346.000000,
default,Reggio nell'Emilia,IT,1399886325.000000,,,,,6,3942.000000,44.697203,10.633186,Estasia,,"Mo-Fr 09:30-13:00,16:30-19:30;Th 09:30-13:00",+39 0522 452409,,,osm_node_2852444807,,Via Franzoni,,1433784346.000000,
default,Reggio nell'Emilia,IT,1399886615.000000,,,,,5/E,3943.000000,44.698155,10.630995,Stationery Store,,,+39 338 6901663,42121,,osm_node_2852448574,,Via Vittorio Veneto,,1433784347.000000,
shopping,Reggio nell'Emilia,IT,1399886856.000000,,,,,14/D,3944.000000,44.711732,10.602790,ICORNER,,,+39 0522 1713279;0522 942818,,,osm_node_2852452815,,Via Guglielmo Oberdan,,1433784347.000000,
default,Reggio nell'Emilia,IT,1399887120.000000,,,,,38,3945.000000,44.695538,10.611455,studio Belvedere Consulting srl,,,,42123,,osm_node_2852455356,,Via Premuda,,1433784348.000000,
default,Joinville,BR,1399915367.000000,,,,,96,3946.000000,-26.329762,-48.828460,Insane Machina Arts,,,+55 47 99118896,89207-470,,osm_node_2852960225,,Rua Waldemiro Castela,,1433784348.000000,http://www.insanemachina.com
food,Amsterdam,NL,1415913355.000000,,,,,904,3947.000000,52.354577,4.955911,Studievereniging VIA,,,,1098XH,,osm_node_2853603788,,Science Park,,1433784348.000000,https://svia.nl
default,Bucaramanga,CO,1400062352.000000,,,,,6-49,3948.000000,7.139141,-73.129075,Calzado Eclipse,,,,680001,,osm_node_2853669529,,Carrera 18,,1433784349.000000,
default,Presidente Prudente,BR,1399926314.000000,,,,,36,3949.000000,-22.139680,-51.391072,Front-End for Bitcoin,,,,19013-470,,osm_node_2853808144,,Rua Ângelo Sumita,,1433784349.000000,http://anderson-juhasc.github.io/
food,Katowice,PL,1400052254.000000,,,,,8,3950.000000,50.251340,19.050173,Raz Dwa Osiem,,9-16,+48 796 138 594,40-246,,osm_node_2854466466,,Porcelanowa,,1433784350.000000,http://www.facebook.com/Razdwa8
food,Florianópolis,BR,1399968634.000000,,,,,1890,3951.000000,-27.456272,-48.405153,Df Cia Do Espetinho,,19hs,,88058300,,osm_node_2854572425,,Rodovia João Gualberto Soares,,1433784350.000000,
default,"Liria, Valencia",ES,1401914072.000000,,,,,19,3952.000000,39.632559,-0.593110,alpel.es,,,,46160,,osm_node_2854975347,,Carrer del Pla de l'Arc,,1433784350.000000,http://www.alpel.es
default,Cincinnati,US,1399566388.000000,,,,,3235,3917.000000,39.154683,-84.426339,Rustic Refinery,,,+1 513 214 9837,45209,,osm_node_2842085937,Ohio,Madison Road,,1433784338.000000,http://www.RusticRefinery.com/
default,Weesp,NL,1399991499.000000,,,,,30,3954.000000,52.311536,5.043260,Flexter.nl,,,0900 FLEXTER,1382AD,,osm_node_2855564527,,Stationsplein,,1433784351.000000,http://www.flexter.nl
default,Buzău,RO,1400055202.000000,,,,,57,3956.000000,45.154952,26.810907,Giulia Beauty Studio,,,+40760892281,120019,,osm_node_2857644521,,Strada Ion Heliade Rădulescu,,1433784352.000000,
shopping,Ljubljana,SI,1400083453.000000,,info@sens.si,,,5,3957.000000,46.062978,14.543639,SENS d.o.o. Oblačila za moške,,Mo-Sa 09:00-20:00,,1000,,osm_node_2858228280,,Letališka cesta,,1433784352.000000,http://www.sens.si
default,,US,1399482865.000000,,,,,,3918.000000,43.083584,-73.773098,Adirondack Bodywork Medical Massage,,,,,,osm_node_2842123763,New York,,,1433784338.000000,http://www.adirondackbodywork.com
default,West footscray,AU,1399959110.000000,,,,,444-448,3940.000000,-37.811812,144.865715,Fastway Aquarium & Hydroponics,,,03-93141119,3012,,osm_node_2852216853,Victoria,Geelong Road,,1433784346.000000,http://www.fasthydro.com.au
cafe,Amsterdam,NL,1418995894.000000,,,,,2,3933.000000,52.384064,4.905657,Open Coöp,Open Coop,9:00 - 19:00,,1031CL,,osm_node_2847159922,,Tolhuisweg,,1440693910.000000,http://opencoop.nl
default,Oslo,NO,1400157221.000000,,,,,9B,3962.000000,59.914048,10.743711,Iterate Norway,,,,0159,,osm_node_2859613925,,Grensen,,1497350200.000000,https://iterate.no/
default,St Helier,JE,1400103199.000000,,,,,1-3,3960.000000,49.183522,-2.102832,Matt Porteous Photography,,,,je2 4QB,,osm_node_2859019265,,La Colomberie,,1433784353.000000,http://www.mattporteousphotos.co.uk
default,Toronto,CA,1400179797.000000,,,,,634,3969.000000,43.665385,-79.384961,EZ VAPE,,,,,,osm_node_2860500295,Ontario,Yonge Street,,1433784356.000000,
nightlife,,IL,1400151192.000000,,,,,40,3963.000000,32.056181,34.771228,מיידל'ה,,,+972507648193,,,osm_node_2859810141,,פלורנטין,,1433784354.000000,
default,Wołów,PL,1400155562.000000,,,,,,3964.000000,51.336917,16.635615,CVD s.c.,,,+48 501 283 273,56-100,,osm_node_2859896724,,Komuny Paryskiej,,1433784354.000000,http://www.cvd.pl
default,,PL,1400155637.000000,,,,,,3965.000000,51.336894,16.635603,CVDnet,,,+48 501 283 273,,,osm_node_2859897864,,,,1433784355.000000,http://www.cvdnet.pl
food,Bronx,US,1400188125.000000,,,,,1634,3970.000000,40.844980,-73.830733,East Dynasty Restaurant,,00:00-24:00,+17188237885,10461,,osm_node_2860863261,New York,Crosby Avenue,,1433784357.000000,
default,,CA,1400131428.000000,,,,,,3961.000000,49.866055,-119.572663,QRGL Marketing Inc,,,,,,osm_node_2859372609,British Columbia,,,1433784353.000000,http://qr.gl
atm,,CA,1400370611.000000,,,,,,3982.000000,46.331314,-79.465379,BitAccess Bitcoin ATM,,,,,,osm_node_2865312433,Ontario,112 Spencer Ave,,1433784361.000000,http://www.crypto-kiosk.ca
default,,US,1400212003.000000,,,,,,3972.000000,41.925825,-70.551891,Electronics Repair Inc.,,,+781 775 2600,,,osm_node_2861337789,Massachusetts,,,1433784357.000000,http://www.electronicsrepairinc.com/
default,Waalwijk,NL,1400188792.000000,,,,,35,3971.000000,51.694147,5.088407,WEBPLAYS,,,+31 651554319,5142 EN,,osm_node_2860901578,,Loeffstraat,,1433784357.000000,http://www.webplays.eu
food,Astoria,US,1400306245.000000,,,,,22-49,3980.000000,40.774902,-73.911938,Shawarmania,,11:00 - 23:00,(718) 545-1800,11105,,osm_node_2863510616,New York,31st Street,,1433784360.000000,http://www.shawarmaniaastoria.com
default,Rīga,LV,1400224526.000000,,,,,36,3973.000000,56.953324,24.126899,Koks kastē,,,+37129118026,LV-1011,,osm_node_2861508690,,Lāčplēša iela,,1433784358.000000,http://kokskaste.lv
default,Rovereto,IT,1400230743.000000,,,,,4,3974.000000,45.891204,11.029150,Trentino Sistemi s.r.l.,,,+39 0464 791007,38068,,osm_node_2861646171,,Via Fortunato Zeni,,1433784358.000000,http://www.trentinosistemi.com
default,Rovereto,IT,1400230913.000000,,,,,16,3975.000000,45.889119,11.040591,Studio Ottico Soppa,,Visite il pomeriggio,,38068,,osm_node_2861653427,,Via Dante Alighieri,,1433784358.000000,http://studiootticosoppa.it/
default,Rovereto,IT,1400231265.000000,,,,,3/c,3976.000000,45.892412,11.036828,Autoscuola e Agenzia Pratiche Auto Amadori,,,,38068,,osm_node_2861657588,,Via Matteo del Ben,,1433784359.000000,http://www.autoscuoleamadori.info
shopping,Roma,IT,1400256117.000000,,,,,221/F,3977.000000,41.921106,12.437099,Windrose Roma,,"Mo 16:00-20:00;Tu-Sa 10:00-13:00,16:00-20:00",+39 06 81109193,00136,,osm_node_2862399404,,Via Romeo Rodriguez Pereira,,1433784359.000000,http://windroseroma.com/
food,Debrecen,HU,1400284360.000000,,,,,,3978.000000,47.555733,21.587490,eat IT / kéksárgaebéd.hu,,,,,,osm_node_2863384615,,,,1433784359.000000,
default,Suzuka,JP,1400300048.000000,,,,,5769-9,3979.000000,34.858107,136.525047,"Raimu, Inc. (Robocoin ATM)",,,+81-59-378-6648,513-0825,,osm_node_2863468926,,Sumiyoshi,,1433784360.000000,http://www55.atpages.jp/robocoin/
default,Laurel,US,1400376334.000000,,,,,515,3983.000000,39.106880,-76.849707,Bascietto & Bregman Law Offices,,,1-301-362-0009,20707,,osm_node_2865584564,Maryland,Main Street,,1433784361.000000,
default,,PT,1400326102.000000,,,,,1902,3981.000000,41.121739,-8.606338,Connex - Tek4Shop,,,+351 224 057734,4430-194,,osm_node_2864127411,,Avenida da Republica,,1433784360.000000,http://www.tek4shop.com
food,Cambridge,US,1400169793.000000,,,,,7,3966.000000,42.372644,-71.118372,Clover Food Lab,,Mo-Sa 07:00-00:00; Su 07:00-19:00,,02138,,osm_node_2860231690,Massachusetts,Holyoke Street,,1433784355.000000,http://www.cloverfoodlab.com
food,Sturgeon Bay,US,1400391188.000000,,,,,4680,3987.000000,44.897049,-87.388951,The Cabin Restuarant and Bar,,,(920) 743-2421,54235,,osm_node_2865719172,Wisconsin,Bay Shore Drive,,1433784362.000000,http://yummycabin.com
default,Lleida,ES,1400385435.000000,,,,,40 4-3,3984.000000,41.625263,0.635348,Fadishop – Componentes electrónicos,,,34691524386,,,osm_node_2865691981,,Carrer del Corregidor Escofet,,1433784361.000000,http://www.fadishop.eu/
shopping,,HU,1400386171.000000,,,,,32,3985.000000,47.521187,19.058809,BTC Laptop,,,0036205856983,,,osm_node_2865696108,,Garam utca,,1433784362.000000,
default,Punta del Este,UY,1400388567.000000,,,,,,3986.000000,-34.958334,-54.939501,Geneva – Sistemas de audio,,Lunes a Viernes de 11 a 18 horas,+54 11 4809 0044,,,osm_node_2865706837,,Emilio Inzaurraga (Calle 31),,1433784362.000000,http://www.genevalab.com/
default,Sherman,US,1400427199.000000,,,,,138,3990.000000,33.622999,-96.659060,Blackmarketpc,,,,75092,,osm_node_2866592397,Texas,Meyers Drive,,1433784363.000000,https://www.blackmarketpc.com
shopping,Amsterdam,NL,1400414058.000000,,,,,23,3988.000000,52.377770,4.914865,Thinking of Holland,,,+31 20 4191229,1019BR,,osm_node_2866172808,,Piet Heinkade,,1433784363.000000,http://thinkingofholland.com
default,Bangkok,TH,1400425552.000000,,,,,253/4,3989.000000,13.720590,100.539239,The Prince - Men's Spa,,13:00 - 21:00,+(66 85)429-2222,,,osm_node_2866562247,,"Suanplu Soi 6,Sathorn Rd.,",,1433784363.000000,http://www.theprincebkk.com
shopping,,US,1400184181.000000,,,,,4935,3967.000000,42.226807,-89.020027,Ping's Auto Service,,,,61109,,osm_node_2860411676,Illinois,Hydraulic Road,,1435685145.000000,http://pingsautoservice.com/
default,包头市九原区,CN,1400430920.000000,,,,,花园广场,3991.000000,40.603411,109.957028,九原区花园广场,,,+86 13171203421,014060,,osm_node_2866719448,,沙河街道办,,1433784364.000000,http://www.chinavalue.net/cffy/Home.aspx
default,,JP,1400438258.000000,,,,,,3992.000000,35.697943,139.772163,アイラボファクトリーiPhone修理110番,,,,,,osm_node_2866948170,,,,1433784364.000000,
default,,TR,1404425631.000000,,,,,,3993.000000,40.983597,29.023850,kriptorazzi.com,,,,,,osm_node_2867366112,,,,1433784365.000000,http://kriptorazzi.com
default,,AR,1400479699.000000,,,,,1073,3994.000000,-24.790845,-65.416184,Netyco – Proveedor de servicios de internet,,,3875166471,,,osm_node_2867952607,,Alvarado,,1433784365.000000,http://www.netyco.com/ar/
default,,TR,1400486808.000000,,,,,,3995.000000,40.980077,29.023595,kriptorazzi.com,,,,,,osm_node_2868021610,,,,1433784365.000000,http://kriptorazzi.com
default,London,GB,1400495225.000000,,,,,,3996.000000,51.511924,-0.123790,Alex's Rickshaw Stop,,,+447938603657,,,osm_node_2868135703,,King Street,,1433784366.000000,
default,Šenčur,SI,1400499103.000000,,,,,A 49,3997.000000,46.235527,14.409159,Avant.Si d.o.o. - Neo-Serv,,,+386 31 788298,4208,,osm_node_2868253236,,Poslovna cona,,1433784366.000000,http://www.neo-serv.net
atm,Ljubljana,SI,1400507835.000000,,,,,38,3998.000000,46.052153,14.504312,Bitnik ATM,,,,1000,,osm_node_2868470414,,Čopova ulica,,1433784366.000000,http://bitnik.eu
lodging,Ljubljana,SI,1400508030.000000,,,,,38,3999.000000,46.052185,14.504321,Hostel Tresor,,,,1000,,osm_node_2868475160,,Čopova ulica,,1433784367.000000,http://hostel-tresor.si
lodging,Cuijk,NL,1416402951.000000,,,,,58,3959.000000,51.728556,5.881837,Hotel Taurus,,,+31 485 312070,5431DL,,osm_node_2858693589,,Grotestraat,,1433784353.000000,
default,Middle Park,AU,1400743819.000000,,,,,41,4018.000000,-37.845890,144.961313,Middle Park Podiatry and Laser Clinic,,10am-5pm,+61 3 96965378,3206,,osm_node_2874032316,Victoria,Canterbury Road,,1433784375.000000,
default,,US,1400624847.000000,,,,,,4005.000000,45.476854,-122.849336,"Seven Pillars Construction, LLC",,,,,,osm_node_2871493345,Oregon,,,1433784370.000000,http://www.sevenpillarsinc.com/contact.html
default,,US,1400634123.000000,,,,,,4007.000000,33.383482,-111.928606,Hyperion Works,,,602-445-9832,,,osm_node_2871610409,Arizona,,,1433784371.000000,
shopping,Winnipeg,CA,1400653613.000000,,,,,213,4009.000000,49.875667,-97.143056,Village Laundry,,9:00 AM - 8:30 PM,204-997-7839,R3L 1Z4,,osm_node_2871954137,Manitoba,Osborne Street,,1433784372.000000,http://www.villagelaundry.com/
default,Kansas City,US,1400654219.000000,,,,,2,4010.000000,39.056755,-94.586393,Internet Builder Consulting,,,,64111,,osm_node_2871975475,Missouri,West 39th Street,,1433784373.000000,
default,Hyderabad,IN,1400649984.000000,,,,,,4008.000000,17.416427,78.439568,BTCXIndia,,,+91 (40) 64500999;+919701947312,,,osm_node_2871848392,,,,1433784371.000000,
default,Honolulu,US,1400664017.000000,,,,,D133,4011.000000,21.334622,-157.917016,Comspec GPS,,8:00 am - 5:00 pm HST,(808) 536-1330,96819,,osm_node_2872278422,Hawaii,3375 Koapaka Street,,1433784373.000000,
shopping,Wilmington,US,1400782984.000000,,,,,3500,4019.000000,34.213629,-77.906607,Southern Gent & Southern Belle Salon,,,(910) 769-4232,28403,,osm_node_2874654418,North Carolina,Oleander Drive,,1433784376.000000,http://www.sgsbsalon.com/
